"title","date","body"
"french, benelux, watch","January 29, 2019","story, french, benelux, medium, could, impact, region, market, individual, saaccor, increase, stake, orbis, airline, ana, holding, inc, order, airbus, aneos, boeing, max, sajcdecaux, support, rollout, small, cell, street, furniture, car, part, company, faurecia, epedpa, would, launch, tender, offer, buy, japanese, car, navigation, system, maker, clarion, part, previously, announce, takeover, clarion, announce, online, optical, retailer, charlie, health, technology, company, philips, nv, philip, announce, percent, increase, dividend, euro, share, buyback, plan, core, profit, beat, acquire, laundress, yorkbased, line, detergent, cleaning, product, aim, expand, reach, highend, home, care, market, data, european, equity, speed, guide, ftse, eurotop, index, dj, stoxx, index, top, stoxx, sector, top, eurostoxx, sector, top, eurotop, sector, top, european, pct, gainer, top, european, pct, loser, main, stock, market, dow, jones, wall, street, report, nikkei, tokyo, report, ftse, london, report, xetra, dax, frankfurt, item, cac, paris, item, world, index, survey, world, bourse, outlook, european, asset, allocation, glance, top, equity, main, oil, report, main, currency, reportsign, uphereour"
"vp, bank, ceo, moeckli, leave, group","January 29, 2019","vp, bank, ag, vp, bank, ceo, alfred, moeckli, leave, vp, bank, group, vp, bank, board, director, vp, bank, group, ceo, alfred, moeckli, decide, continue, vp, bank, alfred, moeckli, relinquish, function, end, leave, bank, devote, vp, bank, urs, monstein, assume, position, ceo, interim, basis, source, company, berlin, speed, deskour"
"pdvsa, order, prepayment, usbound, oil, cargo, source","January 29, 2019","venezuela, staterun, company, oil, company, pdvsa, hit, sanction, order, customer, tanker, wait, load, venezuelan, crude, bound, united, state, pay, cargo, depart, source, knowledge, decision, tell, reutersus, president, trump, move, aim, limit, embattled, president, nicolas, maduros, access, oil, revenue, stop, pdvsa, collect, proceeds, oil, export, customer, freeze, asset, pdvsas, unit, include, refining, arm, citgo, petroleum, corpmaduro, whose, authority, challenge, president, head, congress, juan, guaido, earlier, government, would, start, legal, action, protect, citgo, mention, pdvsa, plan, change, allow, tanker, bound, valero, citgo, chevron, leave, venezuelan, port, prepay, pdvsa, source, refer, decision, company, trade, supply, export, barrel, per, bpd, crude, united, state, citgo, valero, energy, corp, chevron, corp, large, buyer, venezuelan, crude, unite, plan, comply, sanction, diversify, oil, purchase, reduce, impact, continue, support, provide, official, relevant, help, refining, system, function, firm, phillips, another, buyer, venezuelan, oil, last, expect, able, obtain, crude, grade, mitigate, disruption, crude, supply, shipper, tanker, anchor, venezuelan, port, saw, clear, way, customer, pay, venezuelan, crude, sanction, even, payment, intend, make, sanction, proceeds, venezuelan, crude, export, company, stay, special, bank, account, unite, statesthe, trading, source, fear, european, union, follow, similar, measure, freeze, pdvsas, account, year, ago, pdvsa, move, bank, account, receive, money, oil, export, mainly, also, account, europe, firm, willing, transfer, money, foreign, account, still, need, find, bank, united, state, willing, authorize, difficult, marianna, parraga, mexico, city, edit, david, gaffen, peter, cooneyour"
"jgbs, gain, japan, stock, fall","January 29, 2019","tokyo, price, japanese, government, bond, rise, domestic, stock, decline, enhanced, appeal, safehaven, debtthe, jgb, yield, dip, basis, point, percent, yield, basis, point, percent, low, late, bond, firm, footing, tuesday, yen, jgb, auction, attract, ample, investor, demandthe, bidtocover, ratio, gauge, demand, auction, relatively, high, compare, average, ratio, jgbs, hand, dip, bank, japan, cut, amount, bill, offer, buy, tuesday, regular, operation, yen, yenthe, boj, often, tweaks, amount, debt, purchase, regular, operation, part, yield, schemethe, fiveyear, yield, nudge, basis, point, minus, nikkei, percent, warning, industry, nvidia, drag, share, machinery, maker, company, yensign, tokyo, market, team, edit, subhranshu, sahuour, topicsus, license"
"nz, vow, shake, financial, industry, report, slam, life, insurer","January 29, 2019","wellington, zealands, government, vow, regulate, conduct, banking, insurance, industry, scathing, report, slam, life, insurer, put, sale, zealand, start, review, conduct, financial, sector, royal, commission, australia, launch, inquiry, country, financial, service, follow, month, review, bank, conduct, release, find, joint, review, life, insurer, reserve, bank, zealand, rbnz, financial, market, authority, fma, release, concluded, firm, culture, risk, sale, minister, jacinda, ardern, practice, describe, review, simply, fact, report, highlight, similar, concern, bank, need, act, ardern, tell, reporter, review, find, bad, practice, insurance, policy, sell, people, ineligible, cover, premium, continue, charged, policy, longer, effect, notify, increase, consumer, sell, policy, best, interest, earn, commission, report, saidthe, report, also, slam, senior, management, firm, set, tone, manage, conduct, risk, good, customer, company, name, report, life, insurance, policy, hold, zealandno, minister, grant, robertson, government, aim, get, rid, sale, incentive, insurance, industry, drive, behaviour, best, interest, also, want, bring, resourced, regulator, monitor, conduct, bank, insurance, company, strong, penalty, breach, issue, identify, insurance, banking, similar, consider, change, apply, sector, government, plan, release, paper, change, introduce, later, saidthe, life, insurer, review, small, number, case, potential, misconduct, subject, breach, lawthe, report, issue, theme, similar, australia, royal, commission, albeit, small, scalea, yearlong, inquiry, royal, commission, expose, widespread, wrongdoing, australias, financial, industry, end, final, report, due, inquiry, australias, financial, sector, follow, string, scandal, involve, rate, rig, money, launder, unethical, conduct, wealth, management, industry, must, act, urgently, undergo, major, change, address, weakness, service, vulnerable, misconduct, escalation, issue, see, country, reserve, bank, governor, adrian, orr, statement, release, insurer, receive, individual, feedback, would, need, report, back, regulator, action, plan, statement, saidsign, praveen, menon, edit, michael, perry, kim, coghillour"
"sap, business, set, longerterm, guidance","January 29, 2019","walldorf, germany, business, software, company, sap, would, undertake, press, ahead, business, stress, ambition, triple, cloud, business, europe, valuable, technology, company, would, take, charge, euro, mainly, first, quarter, saw, cost, benefit, company, reassign, employee, offer, early, retirement, others, expect, overall, head, count, high, end, cfo, luka, mucic, tell, reporter, callthis, programme, fitness, programme, mucicsign, douglas, busvine, edit, thomas, seythalour"
"australian, business, end, worry, downturn, survey","January 29, 2019","sydney, index, australian, business, condition, weaken, sharply, sale, profit, employment, take, turn, bad, end, add, concern, national, australia, bank, index, business, condition, release, slid, point, take, longrun, average, survey, volatile, measure, business, confidence, hold, much, soft, condition, recent, order, reliable, indicator, domestic, demand, ease, point, formerly, resilient, read, employment, drop, point, labor, market, strong, sector, otherwise, mixed, economy, jobless, rate, decline, steadily, trough, percentyet, steep, fall, home, price, tighten, lending, condition, bank, combine, subdue, wage, growth, inflation, darken, outlook, reserve, bank, australia, rba, hold, first, meeting, find, harder, justify, argument, next, move, interest, rate, likely, upwardthe, central, bank, long, touted, strength, business, condition, reason, optimismat, face, value, fall, month, suggest, slow, momentum, activity, business, sector, especially, highs, see, earlier, nab, chief, economist, alan, bad, perform, sector, suggest, xmas, shopping, season, go, well, consumer, remain, reluctant, contrast, report, strong, condition, thanks, firm, commodity, price, still, solid, demand, chinathe, survey, measure, sale, sink, point, fell, match, amount, labor, cost, ease, retail, price, unchanged, point, soft, wayne, cole, edit, shri"
"miami, hernandez, rule, ineligible, declares, nba, draft","January 29, 2019","miami, junior, forward, dewan, hernandez, announce, enter, nba, draft, rule, ineligible, rest, season, percent, next, season, ncaa, enter, agreement, accept, benefit, hold, game, school, start, season, name, link, agent, runner, christian, dawkins, ncaa, announce, ruling, hernandez, follow, declare, draft, hour, facts, case, agree, university, hernandez, agree, receive, monthly, payment, agent, accept, benefit, individual, ncaa, statement, accord, guideline, adopt, ncaa, membership, start, point, violation, permanent, ncaa, staff, recognize, mitigating, base, specific, fact, case, make, miami, native, saddened, ncaas, decision, look, forward, futurei, advise, ncaas, decision, outcome, hernandez, statement, post, twitter, account, believe, ncaa, treat, fairly, heavy, heart, decide, withdraw, university, miami, prepare, nba, ncaa, statement, university, agree, fact, miami, athletic, director, blake, james, otherwise, critical, statement, decision, ncaa, dewan, hernandez, unfair, james, note, post, twitter, account, base, totality, fact, university, agreement, decision, case, make, wellknown, ncaa, staff, many, evidence, ultimate, process, occur, admit, mistake, madeper, espn, report, hernandez, formerly, know, huell, player, list, business, plan, email, dawkinsthe, plan, show, dawkins, pay, huell, per, per, hernandez, leave, miami, season, wouldnt, pay, money, back, accord, emailbut, hernandez, elect, return, hurricane, additional, season, payment, would, convert, loan, accord, former, fivestar, recruit, average, point, rebound, last, season, former, runner, agent, andy, miller, find, guilty, count, conspiracy, commit, wire, fraud, college, basketball, corruption, trial, yorkfield, level, mediaour"
"vietnam, trade, deficit, see, mln, govt","January 29, 2019","hanoi, vietnam, trade, data, release, general, statistic, office, key, data, monthly, trade, dollar, sept, exp, imp, bal, note, update, adjust, context, vietnam, post, trade, surplus, third, row, lead, export, garment, good, report, mai, nguyen, edit, subhranshu, sahusign, uphereour"
"gun, death, rise, white, kid, family, handgun","January 29, 2019","health, handgun, ownership, rise, white, family, young, kid, study, suggest, childhood, death, gunshot, shift, family, firearms, handgun, home, partially, double, mortality, rate, young, child, yearolds, decade, study, leader, kate, prickett, director, roy, mckenzie, centre, study, family, child, victoria, university, wellington, proportion, family, young, kid, own, kind, firearm, drop, percent, percent, while, percent, percent, black, study, foundbut, handgun, ownership, white, family, young, child, climb, percent, decade, overall, percent, family, fatality, lead, cause, death, child, note, pediatrics, historical, decline, gun, ownership, firearm, death, young, child, risingthe, studys, finding, wakeup, call, gun, storage, prickett, email, safe, way, firearm, home, lock, gun, safe, unloaded, ammunition, store, team, look, death, rate, every, white, child, age, usover, fourdecade, study, proportion, childhood, death, cause, gun, rise, child, fatality, rate, time, higher, white, kid, even, though, still, rare, cause, few, white, child, year, old, kid, die, gun, injury, study, boy, likely, die, way, girlsthe, study, wasnt, control, experiment, design, prove, whether, shift, gun, ownership, directly, impact, change, fatality, rate, firearm, also, didnt, know, whether, injury, result, highlight, need, doctor, talk, parent, gun, ownership, tailor, safety, message, family, coauthor, editorial, dr, kavita, parikh, childrens, national, health, system, washington, dcthis, discussion, vary, base, factor, unique, family, example, urbanrural, home, rationale, own, firearm, age, member, home, domestic, violence, mental, health, illness, people, access, firearm, parikh, dangerous, young, child, theyre, easy, grasp, rifle, unlike, large, firearm, might, lock, away, take, hunting, use, family, might, handguns, place, easy, access, theyre, concern, home, however, represent, much, dangerous, discovery, small, enough, curious, child, handle, parikh, childrens, hand, strong, enough, grip, load, gungun, safety, happen, baby, old, enough, move, reach, firearms, home, recommends, academy, young, child, curious, explore, place, whether, outside, home, pick, thing, parikh, forever, place, small, object, mouths, online"
"urals, baltic, crude, export, rise, pct, revise, schedule","January 29, 2019","moscow, urals, crude, oil, loading, russias, primorsk, ustluga, port, set, tonne, compare, tonne, revise, schedule, release, showedon, daily, basis, urals, crude, oil, loading, russias, baltic, port, set, rise, percent, showurals, loading, baltic, port, rise, tonne, plan, russias, rosneft, add, extra, cargo, load, next, monthurals, siberian, light, loading, black, sea, port, fall, tonne, tonne, set, percent, daily, basis, current, monthsign, olga, yagova, gleb, edit, jason, neelyour"
"potential, global, cyber, attack, could, cause, worth, damage, report","January 29, 2019","global, cyber, attack, spread, malicious, email, could, cause, economic, damage, anywhere, scenario, develop, stress, test, risk, management, claim, attack, would, range, business, cyber, extortion, incident, response, cost, report, jointly, produce, insurance, market, lloyds, london, aon, claim, pay, insurance, sector, scenario, estimate, base, policy, limit, range, millionthe, stark, difference, insured, economic, loss, estimate, highlight, extent, case, attack, stress, test, show, attack, could, affect, several, sector, globally, large, loss, retail, healthcare, bank, economy, service, dominate, especially, united, state, europe, would, suffer, vulnerable, high, direct, loss, report, saidcyber, attack, focus, virus, spread, wreak, havoc, globe, cripple, computer, disrupt, port, mumbai, los, angeles, even, halt, production, chocolate, factory, warn, risk, private, business, face, attack, carry, foreign, motivated, example, britain, national, cyber, security, centre, announce, largescale, domain, name, system, dns, hijack, campaign, hit, commercial, worldin, another, recent, incident, french, altran, target, cyber, attack, hit, operation, european, large, scale, personal, data, document, hundreds, german, public, figure, include, chancellor, angela, merkel, publish, online, appear, germany, data, report, also, coproduced, msig, scor, transre, cyber, risk, management, noor, zainab, hussain, tanishaa, nadkar, bengaluru, edit, james"
"exclusive, pge, tap, chief, final, bankruptcy, source","January 29, 2019","california, utility, owner, pge, corp, preparing, name, chief, finalizes, bankruptcy, filing, expect, come, soon, early, people, familiar, matter, saidpge, plan, file, bankruptcy, protection, san, francisco, federal, court, source, part, address, expect, top, stem, wildfire, last, year, kill, people, destroy, numerous, homesthe, san, utility, owner, carry, debt, exceed, final, stage, appoint, longtime, turnaround, specialist, james, mesterharm, chief, officer, help, company, navigate, bankruptcy, source, saidthe, company, press, bankruptcy, plan, announce, early, even, creditor, propose, lastditch, package, prevent, move, source, saidthe, source, ask, identified, discuss, internal, company, caution, still, process, finalize, pge, didnt, respond, request, commenton, california, public, utility, commission, approve, pges, plan, tap, socalled, financing, help, operate, bankruptcy, kodak, manage, director, turnaround, consult, firm, llp, previously, serve, chief, eastman, kodak, bankruptcy, company, advise, include, mall, owner, general, growth, property, zenith, advised, pge, week, lead, bankruptcy, filing, source, saidan, spokesman, immediate, commentpge, recent, day, deliver, separate, rescue, proposal, company, people, familiar, offer, proposal, also, share, california, gov, gavin, newsom, offer, financing, exchange, debt, later, convert, share, pges, stock, trade, certain, price, source, saida, newsom, spokesman, didnt, respond, request, comment, group, comprise, investment, firm, apollo, global, management, llc, citadel, davidson, kempner, capital, management, partner, lp, propose, financing, source, another, team, elliott, management, corp, pacific, investment, management, offer, saidthe, either, decline, comment, immediate, comment, didnt, respond, request, commentthe, financing, proposal, come, heel, state, clearing, pge, liability, fire, tore, wine, country, kill, peoplepge, still, face, scrutiny, equipment, role, blaze, ignite, northern, california, mountain, community, paradise, kill, least, people, wildfire, state, history, pge, point, extensive, litigation, financial, situation, lead, expect, bankruptcy, file, security, file, earlier, pge, obtain, additional, financing, avoid, bankruptcy, file, though, possible, would, expensive, fail, address, company, problem, least, capital, management, llc, criticize, plan, harmful, investor, launch, effort, oust, pges, entire, mike, spector, york, additional, reporting, jim, christie, san, francisco, sharon, bernstein, sacramento, svea, herbst, york, edit, sonya"
"venezuela, guaido, call, protest, pressure, maduro, rise","January 28, 2019","caracas, juan, guaido, venezuelan, opposition, leader, president, call, street, pressure, president, nicolas, maduro, opec, world, recognise, guaido, venezuela, rightful, leader, united, state, vow, starve, maduros, oil, revenue, swear, second, term, widely, dub, united, state, promote, coup, promise, stay, office, back, bankrolled, government, fight, effort, government, disavow, unite, opposition, take, street, pass, copy, pamphlet, propose, amnesty, would, give, legal, protection, member, military, hope, turn, madurowe, must, remain, united, active, agent, change, every, corner, country, guaido, tweet, well, well, file, photo, venezuelan, opposition, leader, interim, president, juan, guaido, wife, fabiana, rosales, speak, medium, holy, mass, local, church, caracas, venezuela, barriafile, photofile, photo, venezuelan, opposition, leader, interim, president, juan, guaido, wife, fabiana, rosales, speak, medium, holy, mass, local, church, caracas, venezuela, barriafile, tabon, israel, australia, join, country, back, yearold, guaido, president, government, accept, venezuelan, opposition, figure, carlos, alfredo, vecchio, diplomatic, united, take, advantage, major, street, swear, country, rightful, leader, accuse, maduro, usurp, power, follow, disputed, reelection, country, world, describe, ask, help, get, control, venezuelan, offshore, assetsin, recent, day, urge, british, prime, minister, theresa, bank, england, governor, mark, carney, block, maduros, government, collect, gold, hold, bank, socialist, economic, system, implode, corruption, collapse, world, oil, price, push, inflation, almost, percent, drive, government, victim, economic, war, lead, political, help, washington, levy, several, round, sanction, country, report, brian, ellsworth, edit, jeffrey, benkoeour"
"north, korea, push, use, coal, cloud, future","January 29, 2019","seoul, north, korean, leader, kim, jong, un, see, coal, key, way, boost, economy, burn, coal, worsen, pollution, country, already, choke, world, toxic, airwith, country, stagger, weight, sanction, nuclear, weapon, programme, human, violation, defector, analyst, pyongyang, increase, domestic, use, coal, block, coal, power, plant, oilfired, plant, produce, nearly, percent, north, korea, rest, come, hydro, power, accord, south, korean, government, data, household, coal, also, key, fuel, source, cook, heatingbut, increase, reliance, kim, announce, address, deadly, capita, north, korea, air, pollution, mortality, rate, world, high, death, per, population, report, world, health, show, time, higher, rate, south, korea, high, india, smog, often, envelop, major, korea, coal, pollute, air, limited, access, cleaner, optionsa, limit, capital, investment, limit, access, efficient, low, emission, reliance, energy, produce, coal, low, efficiency, thermal, power, plant, impact, air, quality, urban, industrial, area, north, korea, report, climate, change, outlook, submit, united, nation, programme, unep, report, coal, main, fuel, use, home, north, korean, city, rural, area, wood, main, source, coal, come, secondmany, rural, north, korean, theyre, aware, pollution, press, moment, wake, think, much, rice, leave, jar, much, firewood, ji, cheolho, north, korean, defector, live, coal, mine, town, north, hamgyong, province, flee, south, dont, die, away, eat, dust, dont, eat, food, ji, official, nauh, human, activist, group, regularly, talk, source, northhard, north, korea, typically, reserve, coal, export, use, instead, would, least, small, impact, minimise, additional, pollution, expert, sayusing, good, quality, coal, would, reduce, emission, kim, yongpyo, professor, chemical, material, science, ewha, womans, university, seoulitem, smoke, rise, chimney, downtown, pyongyang, north, korea, picture, take, smithsmoke, rise, chimney, downtown, pyongyang, north, korea, picture, take, tabbut, north, korean, facility, lack, sufficient, filtering, use, coal, kind, would, likely, lead, carbon, dioxide, sulphur, dioxide, nitrogen, oxide, emission, pyongyang, late, last, observed, thick, smoke, pour, stack, several, facility, often, cover, part, capital, smogto, raise, public, awareness, air, pollution, north, korea, state, television, air, special, warning, provide, tip, wear, masksin, north, korea, set, goal, address, air, pollution, work, upgrade, old, thermal, power, plant, accord, report, country, submit, unep, united, nation, framework, convention, climate, changebut, limit, technical, financial, resource, prevent, detailed, monitoring, air, quality, report, clear, whether, north, korean, government, follow, lack, reliable, data, make, difficult, gauge, exactly, much, damage, kim, jong, uns, coal, plan, might, air, quality, agree, impact, outside, country, border, especially, south, korea, kim, yongpyo, saidair, pollution, harm, kill, people, every, especially, asia, accord, whoin, south, korea, percent, air, pollutant, estimate, originate, north, expert, sayin, survey, korea, institute, health, social, affair, south, korean, air, pollution, big, concern, eclipse, even, north, korea, nuclear, threatskim, south, korean, president, moon, jaein, promise, last, restore, north, damage, forest, effort, fight, air, air, pollutant, travel, south, north, forest, build, well, could, reduce, south, koreas, forest, service, minister, kim, jaehyun, visit, pyongyang, last, discus, matter, tell, reporter, januarykim, soontae, professor, safety, ajou, university, study, impact, north, korean, pollutant, good, data, north, essential, devise, air, pollution, policy, southnorth, korea, air, quality, homework, think, north, korean, people, health, well, kim, jane, chung, additional, reporting, jumin, park, edit, gerry, doyleour"
"australia, keep, bank, extra, capital, buffer, zero","January 29, 2019","sydney, australia, banking, regulator, decided, keep, capital, buffer, ccyb, bank, hold, zero, percent, though, set, different, rate, timethe, australian, prudential, regulation, authority, apra, review, buffer, quarterly, held, zero, start, buff, additional, amount, capital, bank, require, hold, period, heighten, systemic, riskapra, continue, closely, monitor, economic, condition, adjust, ccyb, future, warrant, apra, apra, also, set, buffer, nonzero, default, rate, part, ongoing, review, adi, capital, wayne, cole, edit, jacqueline, wongour"
"landisgyr, introduces, midterm, financial, guidance","January 29, 2019","landisgyr, group, ag, confirms, fy, guidance, issue, fy, result, midterm, financial, guidance, midsingle, digit, annual, net, revenue, growth, relative, usd, achieve, fy, midterm, financial, guidance, expansion, adjust, ebitda, margin, net, revenue, midterm, financial, guidance, dividend, payout, least, free, cash, flow, exclude, source, text, company"
"wta, hua, hin, womens, single, result","January 29, 2019","opta, result, wta, hua, hin, womens, single, match, st, mona, barthel, ger, beat, fiona, ferro, fra, shuai, peng, chn, beat, chloe, paquet, fra, dayana, yastremska, ukr, beat, arantxa, ru, ned, monica, niculescu, rou, beat, suwei, hsieh, tpe, magda, linette, pol, beat, priscilla, hon, au, ajla, aus, beat, stefanie, voegele, sui, kateryna, kozlova, ukr, beat, conny, perrin, sui, begu, rou, beat, evgeniya, rodina, ru"
"illinois, governor, issue, warn, ahead, dangerous, polar, vortex","January 29, 2019","governor, illinois, issue, emergency, plan, ahead, historic, polar, vortex, cold, air, wind, descend, much, warning, resident, likely, plunge, well, jb, pritzker, wind, chill, could, drive, degree, fahrenheit, northern, illinois, capable, cause, frostbite, matter, historic, winter, storm, bring, extreme, cold, state, must, prepare, pritzker, write, statement, release, officeour, put, place, emergency, plan, key, state, agency, well, warn, resident, socalled, polar, vortex, weather, system, expect, send, frigid, wind, circulate, north, pole, much, united, state, dakota, england, national, weather, service, brian, hurley, saidif, live, arctic, circle, youd, pretty, normal, actually, bring, level, thats, know, something, serious, hurley, saiditem, boat, collides, rail, bridge, corn, preserve, break, lose, dock, upper, hudson, river, float, stream, towards, albany, york, still, image, take, video, obtain, social, medium, york, state, department, reutersa, boat, collides, rail, bridge, corn, preserve, break, lose, dock, upper, hudson, river, float, stream, towards, albany, york, still, image, take, video, obtain, social, medium, york, state, department, ofpurchase, tabread, condition, predict, part, western, ohio, valley, snow, expect, great, lake, region, also, expect, dakotas, st, paul, minnesota, central, michigan, foot, cm, snow, expect, weather, service, take, main, brunt, super, cold, weather, widespread, heavy, snow, already, affect, area, weather, service, twitter, wind, chill, low, also, expect, morningthe, service, des, moines, iowa, branch, dangerous, cold, air, hit, midwestern, state, wind, chill, value, likely, range, minus, fahrenheit, minus, minus, fahrenheit, minus, northern, part, flight, cancel, another, delay, many, attribute, stormdelta, air, line, inc, would, waive, flight, change, fee, passenger, affect, winter, weather, chicago, detroit, area, upper, rich, mckay, atlanta, maria, caspani, gina, cherelus, york, dan, whitcomb, los, angeles, edit, diane, craftour"
"youth, power, key, success, teenager, potapova","January 16, 2019","melbourne, intense, pressure, circuit, tax, yearold, anastasia, potapova, banking, youth, power, aim, make, impression, australian, debut, junior, number, wimbledon, junior, champion, potapova, strong, second, wta, circuit, reach, final, secure, seasonend, finish, top, climb, rank, ladder, start, rank, drop, low, guarantee, firstever, direct, entry, grand, slam, ongoing, australian, openin, australian, debut, play, first, match, pauline, parmentier, turn, potapova, borni, dont, feel, pressure, potapova, tell, interview, victory, feel, power, power, youth, really, helpful, play, woman, year, age, know, freshi, run, set, go, practise, hour, know, opponent, get, tire, credited, focus, fitness, success, second, circuiti, change, fitness, coach, preseason, really, work, hard, prepare, physically, mentally, well, saidmy, tennis, perfect, yet, obviously, sometimes, improve, thing, besides, shot, technique, also, focus, physique, mental, receive, wildcard, qualify, draw, wimbledon, make, first, grand, slam, main, draw, force, retire, fall, match, german, tatjana, grand, slam, teenager, play, thseeded, madison, key, second, felt, ready, confident, come, level, level, much, different, cant, even, compare, play, junior, grand, slam, first, twothree, match, play, leg, still, okay, win, journey, turn, profrom, push, much, everyone, doesnt, matter, play, play, push, limit, first, second, target, move, ranking, balance, tennis, spending, teenaged, girl, go, keyi, sit, home, thinking, tennis, like, fun, friend, go, sometimes, normal, big, smileif, much, tennis, get, year, also, want, girl, fun, enjoy, life, enjoy, tennis, also, enjoy, life, besides, itthis, story, refiled, fix, typo, paragraph, report, sudipto, ganguly, edit, amlan"
"internet, gold, fail, get, bind, offer, bcom, stake","January 16, 2019","jerusalem, internet, goldgolden, attempt, sell, holding, parent, company, bezeq, israel, telecomhas, failedit, receive, bind, offer, holding, control, bezeq, israel, large, telecom, group, auction, end, regulatory, gold, control, indebted, israeli, hold, company, eurocom, search, buyer, bcom, stake, mid, heavy, pressure, company, board, continue, explore, sell, bcom, share, continue, potential, bidder, continue, explore, companys, capital, structure, internet, gold, company, sufficient, reserve, service, debt, auction, impact, recent, decline, share, price, bcomand, bezeq, amid, low, dividend, payout, sale, bezeq, share, foreign, investor, credit, rating, downgrade, bcombezeq, undergone, recent, month, follow, security, management, owner, force, former, chairman, chief, gold, examine, offer, sell, percent, stake, bcom, company, single, asset, percent, stake, internet, gold, percent, trading, tel, aviv, bcoms, share, percent, share, percent, low, far, percent, fall, percent, steven, scheer, tova, cohen, edit, alexandra, hudsonour"
"kenya, hotel, siege, militant, least, victim, dead","January 17, 2019","nairobi, kenyan, security, force, kill, somali, militant, storm, upscale, nairobi, hotel, compound, take, least, life, force, people, terrify, escapes, government, people, believe, complex, remain, kenya, red, cross, raise, much, high, final, death, tollthe, bloody, body, attacker, broadcast, social, medium, president, uhuru, kenyatta, announce, end, hour, overnight, siege, echo, assault, kill, people, westgate, shop, centre, group, al, shabaab, al, qaeda, affiliate, fight, impose, strict, islamic, law, carry, attack, revenge, president, trump, decision, recognise, jerusalem, israels, capitalthe, security, operation, terrorist, eliminate, kenyatta, televised, national, address, look, drain, specify, many, assailant, cctv, clip, show, least, dressed, black, sport, green, grenade, beltsone, militant, see, clip, wait, outside, restaurant, blow, cloud, debris, pm, gmt, another, explosion, entrance, gate, possibly, grenade, ignites, car, men, stroll, fire, assault, rifle, split, groupsone, group, enter, nearby, office, building, leave, grenade, lobby, private, security, present, attack, tell, shot, elevator, office, search, victim, sixth, floorthe, group, rake, restaurant, gunfire, eventually, militant, hole, top, floor, hotel, take, potshot, flee, kenyan, include, policeman, survivor, british, worker, casualty, police, chief, joseph, boinnet, victim, african, origin, unknown, addedsome, victim, din, secret, garden, restaurant, lay, slump, table, video, see, showedin, twopage, statement, claim, al, shabaab, operation, response, witless, remark, president, group, claim, white, house, national, security, council, spokesman, statement, senseless, act, stark, reminder, united, state, remain, resolved, fight, defeat, radical, islamist, strike, group, tuesdays, attack, show, insurgent, retain, ability, strike, outside, somalias, gunman, make, way, hotel, office, complex, nairobi, kenya, still, image, take, cctv, footage, obtain, tv, tvgunmen, make, way, hotel, office, complex, nairobi, kenya, still, image, take, cctv, footage, obtain, tv, tvpurchase, kenya, hub, united, nation, become, frequent, target, al, shabaab, kenya, send, troop, somalia, try, create, buffer, zone, long, porous, borderthe, dusitd, complex, home, office, company, include, colgate, palmolive, reckitt, benckiser, pernod, ricard, dow, chemical, ad, sap, well, dusitd, hotel, part, thai, group, dusit, thanihiram, macharia, market, executive, lg, grabbed, fire, head, downstairs, first, blastthen, saw, attacker, fire, elevator, turn, back, told, outside, hotelthey, fire, twice, elevator, door, staircase, door, floor, walk, build, fired, office, door, enter, slightly, move, onmacharia, colleague, hide, desk, person, run, roof, shot, dead, mistake, force, appear, avoided, mistake, make, attack, police, soldier, shot, soldier, loot, westgate, mallone, private, security, worker, scene, many, explosion, especially, follow, short, burst, gunfire, kenyan, special, force, use, small, charge, blow, lock, door, clear, roomsabout, dozen, arm, foreigner, various, also, include, embassy, staff, private, security, adviser, try, rescue, dia, business, trip, paris, stp, end, huddled, room, canadian, hotel, guest, waiterthey, tell, text, police, know, room, would, come, half, hour, later, police, come, evacuate, saida, arm, officer, escort, attacker, shoot, like, sniper, add, police, fire, backat, nearby, chiromo, morgue, family, yearold, man, collapse, hear, body, arrive, papershe, go, go, father, repeat, phone, mother, wrap, shawl, reporting, katharine, houreld, john, ndiso, humphrey, malalo, david, lewis, hereward, holland, george, obulutsa, jeff, mason, washington, write, katharine, houreld, edit, alexandra, zavis, gareth, jonesour"
"swedish, leave, party, clear, way, soc, dems, lofven, pm","January 16, 2019","stockholm, swedens, leave, party, would, abstain, speaker, call, vote, social, democrat, leader, stefan, lofven, prime, minister, give, former, welder, number, need, elect, second, term, vote, already, back, centre, liberal, green, practice, end, month, deadlock, tie, election, election, stockholm, newsroom, edit, niklas, pollardour"
"secure, plan, stop, take, mortgage","January 16, 2019","secure, bank, plc, would, look, stop, take, mortgage, face, stiff, cool, housing, market, second, half, market, pressure, evidence, increase, loan, value, metric, low, net, lending, margin, secure, would, pause, condition, improve, saidsecure, note, lender, compete, price, risk, appetite, drive, mortgage, business, volume, temper, growth, part, muvija, noor, zainab, hussain"
